path,true,pred
C:/MedicinalPlantApp\data\val\Guava\__44_7918793.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__49_8172655.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__4_2057060.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__4_6260381.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__4_7535367.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__50_7642097.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__51_8912261.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__53_3440622.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__53_4338276.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__53_5419699.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__53_7594122.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__55_1992498.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__56_7608456.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__56_875506.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__57_1647355.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__57_573155.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__57_8250061.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__57_8643963.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__58_5223947.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__58_9699306.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__59_6629107.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__61_7498491.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__61_8140859.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__63_3520239.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__63_9618813.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__64_5888281.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__6_2228069.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__7_2610774.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__7_6347697.png,Guava,Mango
C:/MedicinalPlantApp\data\val\Guava\__8_2167930.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__8_2599380.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Guava\__9_5554691.png,Guava,Hibiscus
C:/MedicinalPlantApp\data\val\Hibiscus\__0_1504826.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__0_2016430.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__0_3867963.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__0_7145219.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__0_9256623.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__10_2506106.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__11_471395.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__13_65763.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__13_6963907.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__14_7912946.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__15_2958081.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__15_3377337.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__16_6066969.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__16_6615900.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__17_2752732.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__17_6758798.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__17_7800385.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__17_9063819.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__18_4903299.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__18_637012.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__18_867548.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__19_7880661.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__19_973768.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__1_3441863.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__1_6684936.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__21_2668759.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__21_8628241.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__22_3708474.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__22_7685208.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__22_8960479.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__23_5369422.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__24_4268620.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__24_6399536.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__25_694280.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__26_3482183.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__26_8605948.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__26_986399.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__28_1916918.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__28_7480115.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__29_465063.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__29_7113562.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__2_2058560.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__2_3800364.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__30_1674777.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__30_1965385.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__30_6286760.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__30_877618.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_1982244.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_3710838.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_6715628.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_7953060.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_8879999.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_9347008.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__32_9689394.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__33_4191512.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__33_5148899.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__33_5799247.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__33_7227892.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__34_2394134.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__34_3240334.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__35_3061476.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__38_6671446.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__39_3138188.png,Hibiscus,Neem
C:/MedicinalPlantApp\data\val\Hibiscus\__39_5020069.png,Hibiscus,Neem
C:/MedicinalPlantApp\data\val\Hibiscus\__3_9610448.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__40_2428228.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__40_3172313.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__40_8621932.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__41_1369662.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__42_6171075.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__4_450369.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__5_1710473.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__5_2996124.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__5_8529827.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__5_8915104.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__6_4689122.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__7_4245065.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__7_8117549.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__8_5461858.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__8_658008.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__8_7082595.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__9_1305166.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__9_1957594.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__9_6445278.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__9_6761061.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Hibiscus\__9_6981964.png,Hibiscus,Indian_Beech
C:/MedicinalPlantApp\data\val\Indian_Beech\__10_9579243.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__11_2641739.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__11_51595.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__11_5330965.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__12_3063124.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__12_3563563.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__12_735056.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__13_5483786.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__14_1944615.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__14_9522819.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__15_9193935.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__16_3676400.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__17_1562285.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__19_3200701.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__19_6132280.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__1_6970321.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__21_4927275.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__21_711221.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__21_7612014.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__21_9828539.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__23_3528590.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__23_9017503.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__24_3209036.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__24_3364819.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__24_5162270.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__24_6287101.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__25_3459793.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__25_7703.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__26_4287278.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__26_5065888.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__27_4873520.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__27_5631020.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__28_6049147.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__28_7822577.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__29_8473289.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__2_139071.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__2_7839041.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__30_536047.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__30_7935890.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__31_962563.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__32_5566992.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__32_6042838.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__32_6882733.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__33_4862259.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__33_4928305.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__34_1805127.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__35_2796105.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__35_3724383.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__35_3843570.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__36_6003127.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__36_7226244.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__38_4112368.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__38_9279259.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__39_3947287.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__3_6720500.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__40_6253891.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__40_7599607.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__40_9975119.png,Indian_Beech,Curry
C:/MedicinalPlantApp\data\val\Indian_Beech\__41_6829231.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__41_7042200.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__42_4069544.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__42_4745167.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__43_2701502.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__43_800926.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__45_1620223.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__45_8835529.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__46_2200394.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__47_6591763.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__47_9221723.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__48_2604321.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__48_7096852.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__48_7290431.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__49_7015296.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__4_6544782.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__50_455767.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__51_1485822.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__51_4375670.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__51_4685580.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__51_4832580.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__51_5196422.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__52_3382068.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__52_4612609.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__53_3875146.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__55_3617133.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__55_950563.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__56_9582575.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__57_4405643.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__58_2227116.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__58_4574480.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__59_1308344.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__59_6271967.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__5_4364999.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__5_6885601.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__6_3158529.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__6_8931332.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__7_596445.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__8_1523213.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__8_1883081.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__8_2235809.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Beech\__8_2546748.png,Indian_Beech,Indian_Mustard
C:/MedicinalPlantApp\data\val\Indian_Mustard\__0_4255098.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__0_4420352.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__10_1394886.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__11_3785558.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__11_5739097.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__11_6365308.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__12_6129589.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__12_7773807.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__13_3189292.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__13_7724116.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__15_6681738.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__16_3153587.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__16_38636.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__16_8105945.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__17_5654172.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__18_3194993.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__19_6440223.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__19_6936261.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__19_8017446.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__1_3803300.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__20_1924767.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__20_4539745.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__21_2397410.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__21_5516217.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__22_8768368.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__23_6867345.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__23_9962485.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__24_5950161.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__24_9649113.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__25_4639695.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__25_5736154.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__27_4243475.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__27_5817257.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__27_7687689.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__28_1598556.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__28_2339717.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__28_4895728.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__28_6239103.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__29_1295011.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__2_418425.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__30_2087795.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__30_3836163.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__30_6523487.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__30_7441390.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__31_3916282.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__31_4197712.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__31_6974980.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__31_7450910.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__31_9746789.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__32_5482485.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__32_6780671.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__33_6898796.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__3_3687233.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__3_7588484.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__4_1198862.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__4_4031517.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__5_1274368.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__5_7738736.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__5_8113924.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__6_5880524.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__6_7265877.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__7_7558120.png,Indian_Mustard,Jackfruit
C:/MedicinalPlantApp\data\val\Indian_Mustard\__7_7580754.png,Indian_Mustard,Jackfruit
